Time/Node,192.168.240.1,192.168.240.3,192.168.240.4,192.168.240.5,192.168.240.7,192.168.240.10,192.168.240.11,192.168.240.12
Wed Dec 04 16:40:47 ART 2013,5397060,6287628,5031052,4933084,6243860,10284980,7486248,5575880
Wed Dec 04 16:40:49 ART 2013,5552084,6287376,5029764,4933292,6244088,10285192,7486164,5576100
Wed Dec 04 16:40:51 ART 2013,5551916,6288056,5030224,4933332,6244508,10284976,7788144,5650284
Wed Dec 04 16:40:53 ART 2013,5552280,6287508,5070296,4932752,6314120,10285600,7788224,5650356
Wed Dec 04 16:40:55 ART 2013,5552976,6306672,5070324,4933908,6313340,10284576,7787436,5650920
Wed Dec 04 16:40:57 ART 2013,5565676,6306988,5107368,4933244,6314640,10285184,7996080,5651268
Wed Dec 04 16:40:59 ART 2013,5564436,6306796,5107640,4933964,6391432,10283952,7995656,5701148
Wed Dec 04 16:41:01 ART 2013,5565360,6306236,5108136,4933548,6391444,10284768,7996092,5703340
Wed Dec 04 16:41:03 ART 2013,5565456,6306612,5124956,4933940,6391136,10285200,7996980,5703336
Wed Dec 04 16:41:05 ART 2013,5565796,6306104,5125412,4934624,6392468,10285384,8033588,5702148
Wed Dec 04 16:41:07 ART 2013,5565840,6308048,5132172,4933844,6394912,10284704,8033948,5746732
Wed Dec 04 16:41:09 ART 2013,5572640,6308048,5131164,4934756,6395456,10285276,8034220,5745808
Wed Dec 04 16:41:11 ART 2013,5571904,6307808,5156584,4934124,6395468,10284612,8172908,5746364
Wed Dec 04 16:41:13 ART 2013,5572184,6307744,5156136,4933568,6462384,10285708,8173512,5745960
Wed Dec 04 16:41:15 ART 2013,5588432,4396100,5251880,4935764,6462392,10284924,8173528,5746964
Wed Dec 04 16:41:17 ART 2013,5589584,4396040,5252428,4934964,6462388,10284384,8173832,5745984
Wed Dec 04 16:41:19 ART 2013,5589164,4395792,5252668,4934820,6463312,10285500,8173276,5746384
Wed Dec 04 16:41:21 ART 2013,5589248,4396116,5253396,4934456,6462600,10285568,8174400,5813428
Wed Dec 04 16:41:23 ART 2013,5588892,4396380,5253440,4934748,6463028,10285820,8174388,5813516
Wed Dec 04 16:41:25 ART 2013,5588736,4396152,5253364,4934624,6462948,10285908,8174236,5813328
Wed Dec 04 16:41:27 ART 2013,5589092,4396404,5286980,4934936,6463072,10285340,8174080,5812776
Wed Dec 04 16:41:29 ART 2013,5589008,4396240,5289100,4934740,6463072,10285224,8173736,5813252
Wed Dec 04 16:41:31 ART 2013,5589772,4395968,5290236,4935424,6463016,10284496,8173804,5813592
Wed Dec 04 16:41:33 ART 2013,5589392,4396544,5289872,4935324,4737800,10285988,8173992,5813620
Wed Dec 04 16:41:35 ART 2013,5589892,4396280,5290108,4934944,4737616,10361684,8173404,5812920
Wed Dec 04 16:41:37 ART 2013,5590052,4396404,5289176,4934964,4737480,10361276,8173128,5813508
Wed Dec 04 16:41:39 ART 2013,5589092,4396304,5290136,4935076,4737520,10361380,8173708,5812748
Wed Dec 04 16:41:41 ART 2013,5589508,4396184,5288824,4934892,4737336,10360800,8174004,5812784
Wed Dec 04 16:41:43 ART 2013,5595820,4395920,5289772,4888272,4737916,10377796,8255732,5812904
